name,paper_count,co_authors,sample_papers,github_url,linkedin_url,scholar_url,personal_site,match_confidence,notes,s2_author_id,affiliation,h_index,citation_count,homepage,linkedin_search_url,source
Francesco Ferroni,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/fferroni,,,,,,2134847058.0,,1.0,1.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Francesco%20Ferroni%22,NVIDIA
Sanja Fidler,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/sanjafidler,,,,,,2066285085.0,,1.0,160.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sanja%20Fidler%22,NVIDIA
Songwei Ge,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/songweige,,,,,,2000391626.0,,11.0,369.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Songwei%20Ge%22,NVIDIA
Yunhao Ge,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/Kr-Henry,,,,,,145831306.0,,1.0,19.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Yunhao%20Ge%22,NVIDIA
Jinwei Gu,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/vivian-gu,,,,,,2144077686.0,,2.0,61.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Jinwei%20Gu%22,NVIDIA
Siddharth Gururani,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/SiddGururani,,,,,,3454904.0,,16.0,1462.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Siddharth%20Gururani%22,NVIDIA
Ethan He,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/ethanhe42,,,,,,118730365.0,,2.0,5.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Ethan%20He%22,NVIDIA
Jiahui Huang,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/huangjh-pub,,,,,,2379370714.0,,,,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Jiahui%20Huang%22,NVIDIA
Jacob Huffman,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/jhuffman52,,,,,,2298965422.0,,6.0,969.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Jacob%20Huffman%22,NVIDIA
Pooya Jannaty,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/pjannaty,,,,,,2074448.0,,6.0,197.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Pooya%20Jannaty%22,NVIDIA
Jingyi Jin,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/JingyiJinPRO,,,,,,2410375566.0,,1.0,6.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Jingyi%20Jin%22,NVIDIA
Seung Wook Kim,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/Kwinuk,,,,,,2146049867.0,,5.0,82.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Seung%20Wook%20Kim%22,NVIDIA
Gergely Klár,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,,,,,,,3086857.0,,7.0,1089.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Gergely%20Kl%C3%A1r%22,NVIDIA
Grace Lam,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/grace-lam,,,,,,2262278586.0,,3.0,21.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Grace%20Lam%22,NVIDIA; VLA
Shiyi Lan,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Laura Leal-Taixe; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,https://github.com/voidrank,,,,,,101978277.0,,,,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Shiyi%20Lan%22,NVIDIA
Laura Leal-Taixe,1,:; Alice Luo; Anqi Li; Arsalan Mousavian; Arslan Ali; Artur Zolkowski; Bartosz Stefaniak; Chen-Hsuan Lin; Daniel Dworakowski; David Page; Despoina Paschalidou; Dieter Fox; Ed Schmerling; Erik Barker; Ethan He; Fangyin Wei; Fitsum Reda; Francesco Ferroni; Gergely Klár; Grace Lam; Hanzi Mao; Hao Wang; Haoxiang Wang; Heng Wang; Huan Ling; Jacob Huffman; Jay Zhangjie Wu; Jiahui Huang; Jiaojiao Fan; Jiashu Xu; Jibin Varghese; Jing Zhang; Jingyi Jin; Jinwei Gu; Kaichun Mo; Lin Yen-Chen; Lindsey Pavao; Lyne Tchapmi; Maciej Bala; Michele Fenzi; Ming-Yu Liu; Morteza Ramezanali; NVIDIA; Niket Agarwal; Pooya Jannaty; Prithvijit Chattopadhyay; Przemek Tredak; Qianli Ma; Qingqing Zhao; Qinsheng Zhang; Sanja Fidler; Seung Wook Kim; Seungjun Nah; Shitao Tang; Shiyi Lan; Siddharth Gururani; Songwei Ge; Sriharsha Niverty; Stella Shi; Tiffany Cai; Ting-Chun Wang; Tsung-Yi Lin; Vasanth Rao Naik Sabavat; Wei Yang; Wei-Cheng Tseng; Xian Liu; Xiaohui Zeng; Xiaowei Ren; Xinyue Wei; Yifan Ding; Yin Cui; Yogesh Balaji; Yongxin Chen; Yu Zeng; Yunhao Ge; Yuxuan Zhang; Zeeshan Patel; Zhaoshuo Li,2501.03575v3: Cosmos World Foundation Model Platform for Physical AI,,,,,,,144874026.0,,1.0,19.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Laura%20Leal-Taixe%22,NVIDIA
